2161,nuyuit-,"(i) to be tame, of animals",,,,,,
2162,nuyuuvak,bluebottle fly,,,,,,
2163,paa,"doorway, entrance, entry, mouth of river",paaga,its mouth,,,,
2164,paakaaq,basket,,,,,,
2165,paalak-,"(i) to starve, die from starvation",,,,,,
2166,paałhaaq-,to fall forwards,,,,,,
2167,paamnuq-*,"to crawl, to creep",,,,,,
2168,paaq-,to go and meet an arriving plane ,,,,,,
2169,paaqchi-,(i) to go and meetin an arriving plane,,,,,,
2170,paatchiġruaq,barge,,,,,,
2171,paatkaq,tin can,,,,,,
2172,paatkattiq,"can, tincan",,,,,,
2173,pachi-,"(t) to blame, accuse, be guilty (responsible in a negative sense), to cause to become suspicious",,,,,,
2174,pachichau-,to be guilty (i),,,,,,
2175,pachichiq,"excuse, alibi",,,,,,
2176,pachimaa-,"(t) to be suspected, to arouse suspicion; be suspicious",,,,,,
2177,pachitigi-,(t) to place the blame on someone,,,,,,
2178,paġit-,"(t) to find, discover, recover, get back something lost or stolen",,,,,,
2179,paġitpaaluq,"a find, discovered item (finally find it)",,,,,,
2180,pai-,"(i) to stay home while others depart, usually in the care of someone else",,,,,,
2181,paipak*,cigarette,,,,,,
2182,paipakpak*,big cigar,,,,,,
2183,paipaq-,"(i) to smoke a cigarette, tobacco",,,,,,
2184,paipuraq,baby,,,,,,
2185,pairuq-,(i) to remain at home,,,,,,
2186,paisaq,souvenir ,,,,,,
2187,paitaq,keepsake,,,,,,
2188,pakak-,to dig around,,,,,,
2189,pakmami,"right now, today ",,,,,,
2190,pakmami ,"now, at the present time",,,,,,
2191,paknaq-,(i) to prepare,,,,,,
2192,palauvaaq,"gravy, mixture of flour and stock used to thicken soup",,,,,,
2193,pallu-,to loose weight,,,,,,
2194,pallunŋu-,"(i) to be thin, skinny, lean",,,,,,
2195,palluŋa-,to be lying down on stomach,,,,,,
2196,palluq-,to lie down on one's stomach,,,,,,
2197,palu-,"(i) to reduce, lose weight, become slender",,,,,,
2198,palu-,"to turn something over, face down or with its opening facing downward",,,,,,
2199,paluchaq-,"to reduce, lose weight",,,,,,
2200,palunŋu-,to be skinny,,,,,,
2201,palunŋumaaq-,"(i0 to be slender, slim",,,,,,
2202,paluŋnuchi-,(i) to become skinny,,,,,,
2203,paluq-,"to turn something over, face down or with its opening facing downward",,,,,,
2204,paluqtaq,beaver,,,,,,
2205,palut-,"to turn something over, face down or with its opening facing downward",,,,,,
2206,pamiulitaaq-,to wag the tail,,,,,,
2207,pamiuq,"tail, of an animal",,,,,,
2208,pamiuqtuuq,land otter (Lutra canadensis),,,,,,
2209,panik,daughter,,,,,,
2210,paniq-,"to become dry, free of moisture",Paniġataġaa.,"It is almost dry, nearly dry. ",,,,
2211,paniqpiaq-,(t) to become dried out,,,,,,
2212,paniqtaq,"jerky, dried meat",,,,,,
2213,panmumaqpak/tuq*,"to be dry, free of moisture",,,,,,
2214,pannaksaq-,to diet,,,,,,
2215,paŋałhataq-,to gallop,,,,,,
2216,paŋalik-,"(i) to run, of an animal",,,,,,
2217,paŋalik-*,"to gallop, run on all fours",,,,,,
2218,papik,bird tail,,,,,,
2219,papikpalik,marsh hawk (Circus cyaneus); hawk with long tail,,,,,,
2220,papituuraq,"hawk with long tail, only here in summer",,,,,,
2221,paptaiq-,to baptize,,,,,,
2222,parraqłaun,lawsuit,,,,,,
2223,patchigi-,to accuse (t),,,,,,
2224,patik-,"(t) slap, strike",,,,,,
2225,patiq,bone marrow,,,,,,
2226,patiq-,to eat bone marrow,,,,,,
2227,patmani nilaqpak*,bonfire,,,,,,
2228,pattak-,"to clap, applaud",,,,,,
2229,pattaqtuq-,(i) to applaud,,,,,,
2230,patukpak,*copper,,,,,,
2231,paugaq,"stake, peg for a tent or for stretching a sealskin on the ground",,,,,,
2232,paugaq-,"(i) to drive it in, e.g. a nail, peg or stake",,,,,,
2233,paumik-,to itch ,,,,,,
2234,paumit-,(i) to itch,,,,,,
2235,pavri-,"(t) to bother, annoy, or pester",,,,,,
2236,piak-,"(i) to be slippery, slide easily",,,,,,
2237,piaksraq,young animal,,,,,,
2238,piala-,(i) to be rowdy,,,,,,
2239,pianik-,to become tempted,,,,,,
2240,piaqłuk-,"(t) to handle roughly, mistreat",,,,,,
2241,piaqquŋniq-,to have had an accident (past),,,,,,
2242,piaqquq-,to have an accident (i),,,,,,
2243,piaquŋa-,to have an accident (i),,,,,,
2244,piaquq-,to drop bombs from an airplane,,,,,,
2245,piayaaq,young animal,,,,,,
2246,pichaq-,"to do deliberately, purposely ",Pichaqłuu.,Do it (deliberately). ,pichaqłuni,purposely,,
2247,pichukaaruk,white fox (Alopex lagopus); because they always crouch when someone passes them,,,,,,
2248,pichuŋaiki-,"(t) to cause someone to give up, become discouraged",,,,,,
2249,pichuŋiaq-,"(i) to give up, become discouraged",,,,,,
2250,pichuŋit-,"(i, t) to not like to, to not want to",Pichuŋilaq.,S/he doesn't like to. ,Pigichuŋilaġa.,I don't want it. ,,
2251,pigi-,(i) to take; (t) to keep,,,,,,
2252,piġi-,"to be bent, crooked (wood grows like that), to bend",,,,,,
2253,piġiŋa-,"(i) to be bent, crooked",,,,,,
2254,piġliġayuk,grasshopper,,,,,,
2255,pigliq-,"(t, i) to jump once, bouncing, to bounce, be jolted as when riding a sled",Pigliġaa.,S/he is jumping on it. ,,,,
2256,pigliq-,to shatter,Pigliġaa. ,It shatters. ,,,,
2257,pigliqtaq-,"(i) to throb, beat, of pulse or heart, to bounce (of a ball)",,,,,,
2258,Piġniq,"Birnik, a site several miles north of Barrow",,,,,,
2259,pii-,(t) to take out of a conveyance or a container,,,,,,
2260,piiblau-,"to overflow, spill over the brim",,,,,,
2261,piiġaat-,to completely detach,,,,,,
2262,piilaaġri-,to deny knowledge of (t),,,,,,
2263,piilaaq-,(i) to deny knowledge of,,,,,,
2264,piilaq,absence (it is missing),,,,,,
2265,piilġuiq-,"(i) to come free, become detached",,,,,,
2266,piiliuq-,(i) to have a need; to lack ,,,,,,
2267,piiłiuq-,going to do,Piiłiuqpalliaruq. ,S/he will probably do something. ,,,,
2268,piimain,warn?,,,,,,
2269,piiq-,"(i) to die, pass away; to vanish; (t) to remove",,,,,,
2270,piiq-*,to forgive?,Piiġiga.,I forgive it?,,,,
2271,piiqchi-,(i) to remove,,,,,,
2272,piiqchiiq-*,for there to be blowing snow,,,,,,
2273,piiqpaqsri-,(t) to feel compassion for,,,,,,
2274,piit-,"(i) to be missing, absent",Piilaq. ,"It is missing, absent. ",,,,
2275,piitak-,to catch game animals,,,,,,
2276,piitchaŋilain*,I'm sorry ,,,,,,
2277,piitchaqpak-,"(i) to be determined, keep trying against odds, persevere",,,,,,
2278,piitchi-,"(t) to miss, long for",,,,,,
2279,pikit-,"(i) to move around, show movement",,,,,,
2280,pikkagik-,(i) to be rambunctious,,,,,,
2281,pikpikpiulaq,*the one that pikpiks on it's way down; curlew,,,,,,
2282,pikpikpiulat,bristlethighed curlew (Numenius tahitiensis),,,,,,
2283,piksraq-*,to choose,Piksraqtuŋa uumuŋa. ,,,,,
2284,piksruta,shovel,,,,,,
2285,pikukturuaq,camel (not on Seward Peninsula),,,,,,
2286,pilachaa-*,(i) to be reckless,,,,,,
2287,pilak-,to cut seal*,,,,,,
2288,pilaktuqti,surgeon,,,,,,
2289,pilaktuqtiq,"surgical incision, scar",,,,,,
2290,pilatui-,(i) to perform surgury,,,,,,
2291,pilauta-,*doing good to somebody,,,,,,
2292,pilġaaq-,to braid,,,,,,
2293,pilġat*,a braid,,,,,,
2294,pilguchi-,"to be able to, to recover",,,,,,
2295,pilguchuk-,"(i) to brag, boast",,,,,,
2296,pilguik-,(i) to get stuck,,,,,,
2297,pilguiq-,"to quit, being incapable of doing (i) ",,,,,,
2298,pilguit-,"to be incapable, incompetent, can't do anything",Pilguilaq.,"S/he is incapable, incompetent. ",iqchin uumaruat*,"to be unafraid, of animals*",,
2299,pilguqpak-," to impress, to do a real good job",,,,,,
2300,pilgutik-,"to be equal, in ability",Taimana pilgutiksruk. ,They(2) are equal in ability. ,,,,
2301,piłgutikłaamitun*,to really be able to do?,,,,,,
2302,piłhiksraq-*,to decide,,,,,,
2303,piłhiksraq*,"chance, opportunity ",Piłhiksraniktuŋa.,I have a chance now.,,,,
2304,piłhiksraq*,decision,,,,,,
2305,piliqpiliġaichaq,small toad,,,,,,
2306,piliqpiliġaq,frog,,,,,,
2307,pilluaqsri-,to coerce someone by pestering him into doing something,,,,,,
2308,piłqhuchiq*,"habit, way of doing things",,,,,,
2309,piluataġiŋit-,to despise,Piluataġiŋilaa. ,S/he despises him/her/it. ,Piluataġiŋilaq. ,S/he despises something. ,,
2310,piluataŋit-,to cheat,Piluataŋilaa.,S/he cheated someone. ,,,,
2311,piluataq-*,to do well,Piluatŋilaġa. ,I didn't do it well.*,,,,
2312,piluataqpau-,to admire (i),,,,,,
2313,piluk-,(i) to be bad,,,,,,
2314,piluksi-,"(i) to become bad, to make bad",,,,,,
2315,pimakłuktaun,"abuse, mistreament",,,,,,
2316,pimaqłuktai-,to abuse (i),,,,,,
2317,pimaqłuktaq-,"(t) to abuse, do or act badly",,,,,,
2318,pinaqłuk-,to abuse (t),,,,,,
2319,piniġaq,sock,,,,,,
2320,piniġlupiaq-,(t) to almost do,,,,,,
2321,piniksrat,grass,,,,,,
2322,piniq,insole,,,,,,
2323,piniqłuk-,"to abuse (t, i)",,,,,,
2324,pinnaktaaġi-,(t) to claim,,,,,,
2325,pinnik-,to acquire (i),,,,,,
2326,pinniq-,(i) to be awful,,,,,,
2327,piŋachuŋilgit,eight,,,,,,
2328,piŋachut,three,,,,,,
2329,Piŋayuat,Wednesday,,,,,,
2330,piŋiqsraq-,(t) to worry about someone's safety,,,,,,
2331,piŋit-,(t) to omit when distributing something,,,,,,
2332,piŋŋuaq-,to pretend to do,,,,,,
2333,pipchuraq,dryfish,,,,,,
2334,pippałuu-,(i) to be sloppy in one's habits; sloppy in one's surroundings,,,,,,
2335,piqaaguuq-,(i) to be desirable,,,,,,
2336,piqchiq-,blowing snow,,,,,,
2337,piqpagi-,"(t) to care for a great deal, love",,,,,,
2338,piqpaiġi-,to love,,,,,,
2339,piqpaiq-,"(t) to care for a great deal, love",,,,,,
2340,piqtuqchiġaq,land otter (Lutra canadensis),,,,,,
2341,pirraraġik-,(i) to be graceful,,,,,,
2342,pisukkaaq,fox,,,,,,
2343,pitchaq-,"to try, attempt; try hard",,,,,,
2344,pitchaqłuupi-,"(i) to be a tease, troublesome; (t) to tease or fight",,,,,,
2345,pitchiġiit-,to become stubborn ,,,,,,
2346,pitchukaluaq-,"(i) to wish, to yearn, to become tempted; (t) to tempt",,,,,,
2347,pitik-,"(t) to shoot and hit, to fire at a targe",,,,,,
2348,pitikchaq-,"(i) to shoot, discharge or fire a gun or arrow",,,,,,
2349,pitiktaatuq*,firing of a gun?*,,,,,,
2350,pitiqsraqtuutit,"law, important things we have to follow",,,,,,
2351,pitqiqnau-,to warn,,,,,,
2352,pitqiqpak-*,"to be clever, devious",,,,,,
2353,pituiq-,"(i) to come free, untied; to begin to move",,,,,,
2354,pituk-,(t) to chain,,,,,,
2355,pitukchi-,(i) to chain,,,,,,
2356,pituutaq,device for holding the animal fast,,,,,,
2357,piuchuk-,(i) to make more beautiful than anyone else,,,,,,
2358,piuŋilaq,"nothing, something of no significance",,,,,,
2359,piuŋŋuaq-,to pretend to be ,,,,,,
2360,piuqtaq,seal poke with air in it (buoy?),,,,,,
2361,piutauqpak-,(i) to have lots of,,,,,,
2362,piyuk-,"(t) to beat up, hurt, mistreat",,,,,,
2363,plaatanaq,musical instrument,,,,,,
2364,pualla-,to dance Inupiaq style,Aŋutit puallarut.,The men are dancing Inupiaq style. ,,,,
2365,puallagataq-*,to hold an Inupiaq dance,Pulliayalaqtuq. ,Meaning?,,,,
2366,puallari,"member of an Inupiaq dance group, dancer",,,,,,
2367,puggun,plate,,,,,,
2368,puggutaq,"bowl, pan ",,,,,,
2369,puggutaqpak,plate,,,,,,
2370,puggutauraq,small bowl,,,,,,
2371,puġik-,"(i) to be intelligent, smart, clever, quick",,,,,,
2372,puglak,a bubble,,,,,,
2373,puglaqchaun,baking powder,Puglaqtautaitchumaruq. ,This one does not have baking powder in it. ,,,,
2374,puglau-*,"to be light, like a balloon (float?)",,,,,,
2375,pugliaq-,to deflate,,,,,,
2376,pui-,"(i) to surface, emerge from water, to float to surface",Puiruq.,It floats to the surface.,,,,
2377,puiqchi-,(t) to inflate,,,,,,
2378,puiqtaq,balloon,Puiqtaq tiŋitkaa. ,The wind is carrying the balloon away. ,,,,
2379,pukta-,(i) to be afloat,,,,,,
2380,puktautaq,"net float, buoy",,,,,,
2381,pulaaq-,"to borrow, to give someone something",,,,,,
2382,punniliuq-,to make bread,,,,,,
2383,put-,"(i) to lean, bend over, duck ",,,,,,
2384,putchuk-*,"(t) to pinch, press between thumb and index finger",,,,,,
2385,putu,hole (a perforation through something),,,,,,
2386,putu-,"(t) to pierce, perforate",,,,,,
2387,putuguq,toe,,,,,,
2388,putuguuqchiugyaiyuq*,brown beetle,,,,,,
2389,putukkit-,"(i) to trip, stumble, stumble on toes; to cause to stumble, trip",,,,,,
2390,puugraq-*,to swim,,,,,,
2391,puuksraaq,"sleeping bag, reindeer",,,,,,
2392,puuksraq,bag for hunting gear,,,,,,
2393,puuq,seal poke bag,,,,,,
2394,puuq-,"(t) to wrap, enfodl in a covering",,,,,,
2395,puuq*,*powerful,,,,,,
2396,puuvraġvik,swimming pool,,,,,,
2397,puuyuq-,to forget,,,,,,
2398,puwak,lung,puwaak,two lungs,puwait,three or more lungs,,
2399,puya,"dirt, grime (sticks hard)",,,,,,
2400,puyau-,(i) to be dirty,,,,,,
2401,puyuq naupiimain*,keep that in mind!,,,,,,
2402,puyuugiitkun,remainder,,,,,,
2403,qaa,"surface, top side",qaaga,its surface,,,,
2404,qaaganiit-,(i) to be on top,,,,,,
2405,qaaġaun,fish nish,,,,,,
2406,qaakchaq-,"(i) to seine for fish, net",,,,,,
2407,qaaktaq,round whitefish,,,,,,
2408,Qaaktuġvik,"Barter Island, Alaska (Kaktovik)",,,,,,
2409,qaaŋi-,to leave behind,,,,,,
2410,qaaŋianiktuaq,"the past, former time",,,,,,
2411,qaaŋiq-,"(t) to get ahead of, in front of, get a headstart, to go beyond, surpass, catch up with ",,,,,,
2412,qaaŋiqłuu,"to be located beyond, past the ____",,,,,,
2413,qaaŋiqtuaq,"once, one time in the past",,,,,,
2414,qaaŋniusruq-,to be late,,,,,,
2415,qaaq-*,to crush real fine/grind*,qaaqłui,crushing real fine/grind*,,,,
2416,qaaqłui-,to grind,,,,,,
2417,qablu,eyebrow,qablut,eyebrows (plural) ,,,,
2418,qablunaaq,eyebrow ridge,,,,,,
2419,qachigiaq,spotted seal (Phoca vitulina),,,,,,
2420,qachu-,(i) to become slack ,,,,,,
2421,qachuŋa-,"to be loose, slack",,,,,,
2422,qaffik,wolverine (Gulo gulo),,,,,,
2423,qaġachuk,"mat, mattress",,,,,,
2424,qaġait-,(i) to be ambitious,,,,,,
2425,qaġġichi-*,to bring,,,,,,
2426,qaġitaq,brain,,,,,,
2427,qaġniin,forever,,,,,,
2428,qaġniin taimuŋa,forever,,,,,,
2429,qagruk,whistling swan (Olor columbianus),,,,,,
2430,qaġrum qaġaa*,bullet tip,,,,,,
2431,qaġruq,"arrow, bullet, shell; sharp needle with round tip",,,,,,
2432,qaġruqaġvik,ammunition case,,,,,,
2433,qaġrut,ammunition,,,,,,
2434,qaġruuraqtuun,shotgun,,,,,,
2435,qaġu taima tikituaksraq,in the distant future,,,,,,
2436,qaġuukaluaq-,to need,,,,,,
2437,qai-,"(i) to show up, to come",Qairuq. ,S/he comes.,,,,
2438,qaichaq-,"to deliver, take somewhere",Qaichaqtuq. ,S/he delivers something. ,,,,
2439,qaiġułik,ribbon seal (Histriophoca fasciata),,,,,,
2440,qaiqpait,"swell on ocean, waves",,,,,,
2441,qaiqpak,"wave, swell on ocean",,,,,,
2442,qait-,"(t) to render, give",,,,,,
2443,qaitqu-,(t) to invite,Qaiyumautin. ,"You are welcome, invited. ",,,,
2444,qaiyuuchaaq,"mush, oatmeal, mixture flour",,,,,,
2445,qakiq-,to be rancid,,,,,,
2446,qalachiq,naval,,,,,,
2447,qalat-,"(i) to boil, bubble up, overflow",,,,,,
2448,qaliġuuraq,a dress,,,,,,
2449,qalimniq,chain,,,,,,
2450,qaliq,rust,,,,,,
2451,qaliq-,to be foggy,,,,,,
2452,qaliq-,(t) to rust,,,,,,
2453,qallun,"dipper, cup",,,,,,
2454,qałqhapak,axe,,,,,,
2455,qalu,dipnet,,,,,,
2456,qalu-,"to dip, bail water",Qaluuqłuu imiaġiga. ,I dip it out and empty it. ,,,,
2457,qaluchi-,to dip,,,,,,
2458,qaluksraq,valley,,,,,,
2459,qaluugun*,ladle,,,,,,
2460,qamŋui-,(i) snore,,,,,,
2461,qanaġikchi-,(t) to argue with,,,,,,
2462,qanaġikchiq-,"(i) to argue, quarrel",,,,,,
2463,qanaġiksriu-,"(i) to argue, disagree",,,,,,
2464,qaniġi-,(t) to talk about,,,,,,
2465,qaniġuilaq,mute,,,,,,
2466,qanilġuiq-,to be mute,Qanilġuiqtuq. ,S/he is mute.,,,,
2467,qaniq,mouth,,,,,,
2468,qaniq-,to ice fog,,,,,,
2469,qaniq-,"(i) to speak, talk",,,,,,
2470,qaniqchiġiit-,"to be disobidient, to disobey",Qaniqchiġiilaq. ,S/he is disobiedient. ,,,,
2471,qaniqchuti-*,"to call by name, call by telephone",,,,,,
2472,qaniqchuun,a telephone,,,,,,
2473,qaniqchuuti-,to telephone,,,,,,
2474,qaniqchuutiksraq,wire,,,,,,
2475,qaniqłhaq*,language,,,,,,
2476,qaniqtuyaaq-,"(i) to complain, muttering discontently from anger",,,,,,
2477,qanit-,"to be close, nearby",,,,,,
2478,qanitaq,porch,,,,,,
2479,qannik,snowflake ,,,,,,
2480,qannik-,to snow,,,,,,
2481,qanuatta,because,,,,,,
2482,qanuchiq,what kind,,,,,,
2483,qanuġviit-,to be undecided,Qanuġviilaq. ,S/he is undecided. ,,,,
2484,qanuqviksraigu-,to be frustrated,Qanuqviksraiguruŋa.,I am frustrated.,,,,
2485,qanuqviksruk-,to become frustrated,,,,,,
2486,qaŋilguchi-,to learn to talk,,,,,,
2487,qaŋnaqsrirun,religion?,,,,,,
2488,qapchinukpa?,at what time (future),,,,,,
2489,qapchinuniliqpauŋ chilaŋuaq?,what time is it?,,,,,,
2490,qapchiŋukpan?,at what time (future),,,,,,
2491,qapchiŋulliqmauŋ?,at what time (past or routinely›,,,,,,
2492,qapchitaaġvik,sugarbowl,,,,,,
2493,qapchitaaq,sugar,,,,,,
2494,qapchitai-,(t) to add sugar,,,,,,
2495,qapili-*,to talk foolish words,Qapiliruq. ,S/he talks foolish words. ,,,,
2496,qapiq-,(i) to discourage,,,,,,
2497,qapiqpiaq-,to really discourage,,,,,,
2498,qaptiq-,(t) to extinguish,,,,,,
2499,qaq-*,to unravel ,,,,,,
2500,qaqałhu-,(i) to choke on food,,,,,,
2501,qaqłhua*,*pan,,,,,,
2502,qaqłua*,rim,,,,,,
2503,qaqłukpalik,greater scaup (Aythya marila),,,,,,
2504,qaqłuktuuq,lesser scaup (Aythya affinis),,,,,,
2505,qaqłuuk,lips,,,,,,
2506,qaqqi-,to bake bread,Qaqqiruq una aakauran. ,You oldest sister is baking bread. ,,,,
2507,qaqqiaksraq,dough,,,,,,
2508,qaqqiaq,"bread, cake, biscuit",,,,,,
2509,qaqqiwik,bread pan,,,,,,
2510,qaqqiwikpauraq*,bakery,,,,,,
2511,qaqquayaat,"small crackers, cookies, sweets",,,,,,
2512,qaqquluktaq*,Sailor Boy cracker,,,,,,
2513,qaqquq,"crab; nut, e.g. walnut, peanut; crab",,,,,,
2514,qaqquq-,"to crunch, especially by chewing",,,,,,
2515,qaqsruaq,red headed loon,,,,,,
2516,qarġun,"seine, seining net",,,,,,
2517,qasalluq,"bark, of a tree*",,,,,,
2518,qataitpak-,to have high-pitched voice,,,,,,
2519,qatchili-,"(i) to sting, of a wound",,,,,,
2520,qatiłhutik-,to accompany,,,,,,
2521,qatiŋnitiksraq,white canvas,,,,,,
2522,qatiq-,(i) to be white,,,,,,
2523,qatiqtaaq,something white; the color white; one that is white,,,,,,
2524,qatiqtuaq,something white; the color white; one that is white,,,,,,
2525,qatitu-,(i) to have a low-pitched voice,,,,,,
2526,qattaġruk,wooden barrel,,,,,,
2527,qattauchikaq,wooden barrel,,,,,,
2528,qattauchiqaq,keg,,,,,,
2529,qattauġaq,*water bucket,,,,,,
2530,qattauraq,"small water barrel, bucket",,,,,,
2531,qau-,twilight or sunrise,,,,,,
2532,qaulġataq-,twilight or sunrise,,,,,,
2533,qaulgutaq-*,to start to flash?,Qaulgutaqtuq. ,It's starting to flash. ,,,,
2534,qaummagik-,to be bright,,,,,,
2535,qaummaġiqchi-,(i) to flash,,,,,,
2536,qaummaq,"light, brightness",,,,,,
2537,qaunagi-,"(t) to mind, tend, take care of, watch over",,,,,,
2538,qaunagiŋli-,(t) to be careless,,,,,,
2539,qaunakłaaq-,(i) to be careful,,,,,,
2540,qaunaksri,watchman,,,,,,
2541,qaunaktuu-,(i) to be careful,,,,,,
2542,qaunaqsri-,(i) to be dependable,,,,,,
2543,qauŋaiŋli-?,(t) to be careless?,Qaunaiŋligaa.?,S/he is careless about it??,,,,
2544,qauq,forehead,,,,,,
2545,qauri-,(i) to become conscious,,,,,,
2546,qaurima-,to be conscious,,,,,,
2547,qaurima- ,"(i) to be aware, conscious",,,,,,
2548,qaurimaa-,"(i) to be intelligent, rational",,,,,,
2549,qaurimaiq-,(i) to become unconscious,,,,,,
2550,qaurimait-,(i) to be unconcious,,,,,,
2551,qaurimmaaġik-,(i) to be intelligent,,,,,,
2552,qavaasuk,spectacled eider (Lampronetta fischeri),,,,,,
2553,qavchiurut,a few,,,,,,
2554,qawia,sand,,,,,,
2555,qawiaŋualiq-,to pepper,Qawiaŋuliġiga. ,I pepper it. ,,,,
2556,qawiaŋuaq,pepper,,,,,,
2557,qawiqchi-,to blush,,,,,,
2558,qawiqikun igaaq*,something roasted cooking the oven,,,,,,
2559,qawiqtuaq aki,gold (lit. red money),,,,,,
2560,qayaq,"decked-in, one man canoe, kayak",,,,,,
2561,qayaqhuiqtaq,a swing,,,,,,
2562,qayaqhuiqtaq-,(i) to swing on a swing,,,,,,
2563,qayuuttaq,ladle,,,,,,
2564,qayyiiġun,Northern phalarope (Lobipes lopipes),,,,,,
2565,qayyiuġun,Northern phalarope (Lobipes lopipes),,,,,,
2566,qia-,to cry,,,,,,
2567,qiachuk-,to mourn,,,,,,
2568,qiaġaq,a bomb,,,,,,
2569,qiagaq-,"(i) to burst, break open from pressure",,,,,,
2570,qiaġaq-,"(i) to pop, make a popping noise, as of a person popping his gum, to explode, to split one's pants",,,,,,
2571,qiaqpak-,to sob,,,,,,
2572,qiari-,(t) to make someone cry,,,,,,
2573,qiayuaq-,to cry out feebly,,,,,,
2574,qibliq-,to be shiny,Igaliq qibliqtuq. ,The window shines (it's clear). ,,,,
2575,qibliq-*,to be shiny,Qibliqiraa. ,It was shiny?,,,,
2576,qibliqtuaq uyaġak,*gold,,,,,,
2577,qichuk-,(t) to scratch someone maliciously ,,,,,,
2578,qiġi,frostbite on face,,,,,,
2579,qigimaquuwik*,"underground cache, dug-out cold storage cellear",,,,,,
2580,qiġimaruaq niġi,frozen meat,,,,,,
2581,qiġit-,"to freeze, to get frostbite, be frozen ",Qiġitkaa.,It is frozen. ,,,,
2582,qiġitchiiwik,freezer,,,,,,
2583,qiġitchirvik,freezer,,,,,,
2584,qiġitiq-,to get frostbit on other parts of body,,,,,,
2585,qiġniq-*,"to keep everything cool- not freezing, underground",,,,,,
2586,qikiqtaq,island,qikiqtaŋuuraq,small island,,,,
2587,qiku,clay,,,,,,
2588,qilaa*,clouds,,,,,,
2589,qilagaq,palate (roof of mouth),,,,,,
2590,qilaġluk,cloud,,,,,,
2591,qilak,"ceiling, sky, heaven, cumulus*",qilaa,its ceiling,,,,
2592,qilak-,"to crochet, knit",,,,,,
2593,qilamik,"right away, without delay",,,,,,
2594,qilamik ,spirit ,,,,,,
2595,qilamik-,"(i) to be brief, to hurry",,,,,,
2596,qilamikpiaq,immediately,,,,,,
2597,qilamiksruq-,to hurry,,,,,,
2598,qilamiqsruq-,to go to someone in haste,Qilamiqsruqtuq. ,S/he went to someone in haste.,,,,
2599,qilaniġuq-*,(i)to be  fast over?,,,,,,
2600,qilaŋmiutaq,stratus,,,,,,
2601,qilaŋmiutaq,lemming (Lemmus sibericus); collared lemming (Dicrostony groenlandicus),,,,,,
2602,qilaun,"drum, used in Inupiaq dance",,,,,,
2603,qilaurraq-,to drum,,,,,,
2604,qilauti,knitting needle,,,,,,
2605,qilġiq,"gryfalcon (Falgo rusticolus), squirrel hawk ",,,,,,
2606,qiliat-*,"to be cloudy, overcast",Qilialaq. ,"It is cloudy, overcast.",,,,
2607,qiliġuq,"scar, mark left on skin",,,,,,
2608,qiliq-,"(t) to tie, make a knot ",,,,,,
2609,qiliqsruq-,(t) to tie down,,,,,,
2610,qiliqsruuti-,"(t) to tie, bind",,,,,,
2611,qiliqtuq,knot (in a rope),,,,,,
2612,qilu-,(i) to have a muscle cramp,Qiluruq aġiaġua. ,My stomach is cramping?,,,,
2613,qiluk-,"to bark, of a dog",,,,,,
2614,qiluqchaq-,"(i) to sin, (already done it)",Qiluqchaġataqtuq. ,S/he is going to sin. ,,,,
2615,qiluutaq,drawstring,,,,,,
2616,qimaa-,(i) to flee,Qimaaraqtuq. ,S/he is not letting them catch him/her. ,,,,
2617,qimak-,to flee,,,,,,
2618,qimiġalukpaq*,Blueberry Hill,,,,,,
2619,qimiġaq,"hill, mound",,,,,,
2620,qimiġaqpak,Blueberry Hill,,,,,,
2621,qimiġiat,eyelashes,,,,,,
2622,qimit-,to strangle,,,,,,
2623,qimukti,a dog,,,,,,
2624,qiniġaun,binoculars,,,,,,
2625,qiniġautik,binoculars,,,,,,
2626,qiniġnaġiit-,to be barely visible,Qiniġnaġiilat.,It is barely visible. ,,,,
2627,qiniġnaiq-,"to dissapear, become no longer visible",,,,,,
2628,qiniġnaq-,"to be visible, to emerge",,,,,,
2629,qiniġnaqchi-,to expose,,,,,,
2630,qiniġniaq-,"to look, to see",,,,,,
2631,qiniŋaiq-,(i) to vanish,,,,,,
2632,qiniq-,"to look, to see, watch, observe",Qiniqtuaġai kaliigat. ,S/he is looking through a book or magazine,,,,
2633,qiniqaq-*,to get mad?,,,,,,
2634,qiniqpaluk-,"to meet, come into contact",,,,,,
2635,qiniqqausruk-,to wrestle not playfully,,,,,,
2636,qiniqtit-,"(t) to reveal, display, divulge",,,,,,
2637,qiniqtuaġiaq-*,"to go to a show, play or presentation",,,,,,
2638,qiniqtuaksraq,souvenir ,,,,,,
2639,qiniqtuaq-,"to observe, spy on ",,,,,,
2640,qinnak-,"(i) to be angry, mad",,,,,,
2641,qinnaliq-,(i) to become angry,,,,,,
2642,qinnaq-,(t) to make mad,,,,,,
2643,qinnili-,(t) to be angry about,,,,,,
2644,qinniliq-,(i) to become angry,,,,,,
2645,qinniqauti-,(t) to be angry at,,,,,,
2646,qinnuitpak-,to be very silent,,,,,,
2647,qinuilaq,"good, kind person",,,,,,
2648,qinuit-,to feel humble,Qinuilaq.,S/he is humble. ,,,,
2649,qinuit-,"(i) to be soft, gentle",Qinuilaq. ,"It is soft, gentle. ",,,,
2650,qinuitpak-,"to be quiet, peaceful, silent",,,,,,
2651,qinuitpak-*,to be very humble?*,,,,,,
2652,qiŋak,nose,,,,,,
